first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Kara Shelton,Eddie Clark,1912-03-10,2290136437974469,5373264739703429,23173.57,2022-01-03 19:52:48,0
Brandon Jones,Billy Conway,1962-08-05,2710402606207863,2280227354184935,62523.77,2022-10-02 13:47:12,0
James Martin,Michael Trevino,1985-05-20,2266159154636186,2288903667745057,28657.99,2022-09-06 02:14:01,0
Marc Stuart,Sydney Sheppard,1948-11-09,2295136676296215,5221173571106100,10234.85,2022-01-13 17:06:44,0
Victoria Nelson,Martin Espinoza,1961-11-02,2530903964742241,5253191744973587,27583.45,2022-07-18 10:35:01,0
Kyle Smith,Chelsea Chen,2012-08-10,2240786124065590,2227628179503009,89104.17,2022-02-17 06:46:26,0
John Lewis,Theresa Mcdaniel,1999-12-26,2294925724203020,2292070545439933,79145.05,2022-04-29 18:10:39,0
Kristin Allen,Gina Nelson,1985-12-31,2249626665598834,2245991450504288,14773.61,2022-09-04 18:53:28,0
Jeremy Vasquez,Yvonne Yang,2000-07-27,2568068671152731,2293743225124731,8604.35,2022-03-03 20:50:07,0
Raymond Rodriguez,Jennifer Brown,1953-12-04,2551632340627040,2720302488155404,69107.40,2022-06-02 08:47:42,0
Tracy Washington,Robert Smith,1945-05-12,5495049629080779,5141034398673234,37919.86,2022-01-02 05:26:34,0
Michael Williams,Jonathan Acevedo,1949-03-27,2230065595505950,2275897487802525,75034.03,2022-01-28 12:35:50,0
Sarah Garcia,Levi Bowen,1946-04-28,5492412671642008,2296367605887803,12889.75,2022-11-18 23:06:48,0
Kathy Lane,Elizabeth Gilmore,1954-08-31,2233350708281690,5332978434358755,6259.76,2022-01-19 16:40:09,0
Joshua Gray,Stephanie Flores,1976-11-20,2620286126923516,2235175340378077,34893.52,2022-07-19 02:42:18,0
Terry Thompson,Charles Bates,2006-07-17,2720336832430816,2261179246143350,98036.54,2022-07-03 10:33:20,0
Antonio Fritz,Diane Schwartz DDS,1974-07-23,2264507132192411,2720117710897528,51630.83,2022-10-24 17:02:24,0
Billy Wu,Casey Ramsey,2015-01-26,2603759115422014,2718942095830800,26750.82,2022-08-21 17:47:19,0
Heather Hubbard,Brenda Paul,1999-01-02,2298490428134365,2720354563068994,3081.72,2022-09-20 00:59:34,0
Albert Alvarez,Shelly Garner,1908-01-17,2715450713902020,2567294921695177,92359.28,2022-10-19 13:16:47,0
Darren Coleman,Maria White,2022-08-20,5126059962787929,2260574824049154,98399.98,2022-01-08 23:04:42,0
Jennifer Sanchez,Tracy Cook,1987-03-21,5143964092596794,2713528542462571,19599.98,2022-02-03 06:46:43,0
Zachary Lewis,Theresa Martinez,1997-03-20,5285053830924605,2239754659153689,94927.06,2022-09-14 03:50:59,0
Jessica Kelly,Justin Green,1918-09-24,2244970094149453,2655981619374155,30724.11,2022-02-06 21:45:53,0
Marc Brown,Joseph Aguilar,2018-04-04,2239454187409006,2720252415452541,74630.92,2022-04-01 23:29:26,0
Ian Arroyo,Richard Calderon,2022-07-03,2720885810352699,2687320458142575,34205.63,2022-08-31 00:21:49,0
Kimberly Leonard,Kenneth Walls,1969-11-01,2488208688452446,2235512891866672,81367.99,2022-08-23 20:54:03,0
Greg Mayo,Megan Barber,1990-04-04,2233309036156933,2253398667981409,97540.65,2022-05-23 04:05:55,0
Jared Hoffman,Jasmine Holt,1914-02-19,2232583504367278,2711210738943720,58718.53,2022-06-21 22:51:01,0
Tammy Perkins,Kelsey Taylor,1967-12-16,2292202368713991,2294489916005982,59656.92,2022-02-25 19:10:27,0
Mia Torres,Anthony Morales,1941-11-17,2605461321598574,2261322303941809,69101.81,2022-01-15 04:25:29,0
Andrew Finley,Albert Henderson,1994-05-21,2238927164979290,2581346705758167,86070.25,2022-04-06 05:07:44,0
Thomas Johnson,Larry Blair,1926-04-15,5563780874013183,2284754916696979,2514.66,2022-03-24 09:58:21,0
Christopher Stanley,Maria Berg,1996-12-12,2512607635649584,2510267681303271,75325.01,2022-11-17 07:43:51,0
Michelle Gonzales,Justin Rose,2022-03-06,5315591164426279,5439168522988430,81420.34,2022-05-15 13:23:07,0
Heather Mcknight,Kevin Anderson,1995-04-27,5475363910781159,5524019714168347,75430.96,2022-03-25 11:07:24,0
Karen Holmes,George Ellis,1921-11-12,2708530324087599,2229318158833910,57284.97,2022-07-08 18:43:42,0
David Peterson,Kelsey Ford,1942-10-18,2720669061670011,5362107385030204,65480.52,2022-10-22 09:44:57,0
David Stark,William Dalton,1971-10-07,2286161777963068,2272828231811507,13157.58,2022-07-08 11:31:55,0
Anthony Crosby,Joseph Thompson,1954-10-21,5239708989603915,2505483119520926,90506.86,2022-02-15 17:07:21,0
Katherine Jackson,Jeff Lowery,2003-07-23,2261156357177211,5486793169930569,28621.75,2022-02-25 11:23:52,0
Raven Browning,Angela Norton,1992-08-02,2223348657560900,2347555684895874,84553.95,2022-10-19 01:36:04,0
Marilyn Thompson,Andrew Phelps,1916-02-24,2707186150347499,5179014610746880,91568.17,2022-01-01 04:19:46,0
Mr. Bill Riley Jr.,Troy Perez,1996-02-11,2281041937345015,2277673954283871,1601.94,2022-03-27 19:16:03,0
Brittney Rich,Wendy Ortiz,1952-01-07,2272679483005920,5199504938688810,53497.54,2022-01-28 14:05:10,0
Eric Hernandez,Christina Myers,1912-11-14,2260388675890206,5465773293912936,83403.96,2022-07-05 06:23:29,0
Mathew Allen,Steven Schultz,1909-09-25,2503576385349441,5450271888923886,63487.66,2022-03-14 05:30:09,0
Anthony Miller,David Thomas,1919-04-03,5469725352371533,2495514730905799,95263.37,2022-07-08 06:24:26,0
Veronica Ruiz,Kenneth Taylor,2004-08-06,2259578356667393,5587670493122865,26014.59,2022-01-26 20:56:03,0
Terri Reyes,James James,1942-03-28,2240207191813986,2717864859004466,46974.29,2022-04-01 20:03:47,0
James Wallace,Steven Lee,2010-10-18,2260762645137700,5318159928073386,7717.76,2022-04-05 18:43:38,0
Luis Caldwell,Deborah Watts,1982-03-08,5597539499906506,2253072435004311,12242.28,2022-01-06 20:32:54,0
Casey Ferguson,Katherine Zuniga,2014-06-03,5367859613846919,2674416477881337,46667.49,2022-01-31 03:00:54,0
Amy Holmes,Rebekah Mcguire,1921-01-27,2225040394607437,2573604082505399,25965.50,2022-10-06 09:55:11,1
Lucas Kirk,Thomas Ramirez,1914-11-09,5394964281479626,2717602380404049,35749.42,2022-01-19 18:08:50,0
David Schroeder,Jillian Myers,2020-12-22,5447470193846867,2283357004525513,14621.47,2022-06-13 07:54:14,0
Jessica Odom,Catherine Brooks,1950-01-12,2299823766637426,2540716008530580,96770.45,2022-10-23 08:50:50,0
Andrea Barajas,Thomas Campbell,2004-11-09,2231012166222994,2282579227221254,89863.23,2022-01-11 23:44:16,0
John Reyes,Benjamin Fernandez,1997-01-31,2270698286388780,2475140172279388,53154.47,2022-11-16 01:42:57,0
Sarah Roberson,Debbie Ashley,2011-07-17,2720462757760472,5565665709359935,69344.28,2022-05-10 23:21:17,0
Carolyn Washington,Kristin Rice MD,1958-04-10,2710047887274908,2323447484604615,79699.35,2022-03-06 12:34:12,0
Jacqueline Moore,Ricky Austin,1922-01-30,2253914712715061,5576711546953840,19415.00,2022-05-06 03:51:21,0
Crystal Davenport,Victoria Vasquez,1925-04-19,2285919241944936,5240398182518768,276.04,2022-01-22 20:39:58,0
Gary Owens,Donald Esparza DDS,1918-12-28,2410238452314418,2235889460591406,35953.25,2022-05-01 05:53:27,0
Jennifer Hampton,Matthew Wright,1978-07-29,2711624998727880,2703553482396086,78233.63,2022-08-15 16:56:23,0
Gordon Salas,Laura Wilson,1994-09-23,2286147457165272,2244714791534595,24572.80,2022-08-18 04:52:53,0
Brian Smith,Alexandria Lewis,1916-08-19,2245476911752031,5538692757210277,64318.23,2022-03-20 01:42:08,0
Ronald Thomas,Amy Sanders,1942-12-06,2652126864517271,5170748556874490,15176.93,2022-09-13 13:47:28,0
David Day,Ryan Miller,1919-01-19,2550656159084275,5168017100497958,43685.98,2022-10-06 09:44:36,0
Harry Hampton,Robert Wright,1962-09-27,2279485376520709,2227706498430029,92280.77,2022-08-07 09:04:26,0
Mary Webster,Kevin Harding,1920-06-07,2333537480306195,2264058047411249,78417.20,2022-07-30 15:18:39,0
Karen Cross,Ryan Schwartz,1908-05-04,2334299182412974,5380163032893732,55209.36,2022-07-10 13:16:45,0
Tracey Ortiz,Kelly Cooper,1937-07-10,5565662422438419,2408193131323153,19514.19,2022-02-19 10:21:09,0
Charles Montgomery,Angela Scott,2013-03-04,2713035872350483,5214869607489076,42787.85,2022-04-08 14:58:42,0
Ms. Heather Bryant MD,Philip Williams,1927-01-17,2462321398930310,5241660750623901,16279.68,2022-07-19 01:19:54,0
Kathleen Harris,Bryan Anderson,2005-01-20,2235201850044667,2226444758745370,34064.95,2022-07-28 22:47:55,0
Brittany Ross,Tamara Clark,1972-07-30,2294262521885720,5115059722778104,90540.79,2022-08-27 21:48:48,0
Kylie Montgomery,Amanda Lang,1928-01-10,2291327375781250,2525775762730314,21765.94,2022-04-04 22:51:42,0
Steven Coleman,Randall Owens,1959-07-10,2720992046517838,2425862295883876,10615.28,2022-02-22 05:12:45,0
Ryan Proctor,Danielle Carroll,1922-04-24,2267804042651850,5592676861343531,7376.97,2022-11-14 22:09:42,0
Anthony Joseph,David Hurst,1979-04-26,2281740856735961,2556785116370834,50392.89,2022-01-21 22:58:06,0
Jill Carrillo,Natalie Brown,1982-06-26,2407102294256861,2308663435841242,24908.74,2022-05-30 08:16:22,0
Benjamin Little,John Smith,1983-05-14,2256632349193232,2238023578457832,60643.78,2022-09-12 06:18:08,0
Brandi Patel,Shirley Guerrero,1914-08-05,2232730842390534,5416807936864821,84819.87,2022-05-12 22:00:05,0
Vicki Wells,Christine Garcia,1941-05-05,2703225466015335,2572000214761854,71396.78,2022-07-20 06:32:06,0
Frank Davis,Francisco Hall,1924-10-28,2242050439029363,2627679008235301,46675.63,2022-10-05 16:55:36,0
Christopher Williams Jr.,Dennis Knight,2013-09-13,2285885784903904,5198950136272033,34629.79,2022-01-10 04:51:04,0
Jackie Valencia,Jeffery Li,1961-06-08,2717465549959596,5583199428592665,59614.34,2022-06-23 22:29:05,0
Amy Johnson,Jason Mitchell,1988-09-27,2720390485826408,2682085971108255,37505.28,2022-02-08 20:49:39,0
Robert Watson,Maureen Jackson,2002-07-19,2266958995035288,2245880861469290,28231.94,2022-11-18 13:38:31,0
Ryan Edwards,Crystal Anderson,1950-02-27,2717816856046643,2720844716735523,41830.87,2022-02-13 06:33:02,0
Ryan Murphy,Susan Griffin,2014-12-08,2720086529675997,5192127518845894,1914.90,2022-07-23 17:27:35,0
Rebekah Fox,Steven Rogers,2005-11-10,5257516650220357,5409925999272259,85209.57,2022-01-19 08:25:56,0
Kristina Sutton,Luis Washington,1934-10-22,2263255120636889,2706965372569423,69506.12,2022-11-13 13:04:07,0
Kent Austin,Heather Campbell,2008-11-21,2719513624207429,2279025055050873,94598.44,2022-06-21 04:22:16,0
Dr. Candice Garcia,Rachel Allen,1911-10-18,2227620572233532,2673870117782100,58358.90,2022-03-19 06:23:19,0
William Taylor,Michelle Montgomery,2016-10-28,2280586631429185,2283974164302572,70728.91,2022-05-29 19:40:15,0
Jesus Erickson,Joy Ortega,2009-05-21,2692943733324677,2278574247987410,2230.38,2022-01-22 04:11:22,0
Jason Robinson,Ryan Barnes,1966-02-13,2470236354785229,2290087692691407,56628.16,2022-08-21 02:26:27,0
Ryan Smith,Larry Ross,1953-11-24,2689004220723221,2272903365718578,70767.06,2022-04-26 11:37:56,0
Tina Cervantes,David Stevens,1948-08-20,2524149427197858,2566565834144986,17575.05,2022-08-23 23:18:21,0
Hannah Wallace,Melinda Washington,1947-11-11,2231110163900198,2720360999335477,62616.74,2022-03-26 08:37:05,0
Mr. Matthew Hicks,Mrs. Ann Powell MD,1980-04-15,2298898672837758,2709098989520022,54351.11,2022-09-22 22:04:23,0
Richard Perkins,Timothy Butler,1997-06-03,2720596280760853,5366964764123927,5396.24,2022-05-27 21:05:15,0
William Powell,Brooke Thompson,1914-03-11,5427452623968176,2311727331778447,26566.92,2022-08-24 07:43:12,0
Rachel Sanders,Erika Jefferson,1916-03-21,2720223689961848,2292537467902973,46769.88,2022-04-06 01:51:30,0
Linda Ramirez,Ashley King,1965-05-07,2705815837444640,2247626718515795,20233.95,2022-02-10 10:13:27,0
William Lowe,Drew Cochran,1952-02-26,2546608889600372,2645311113128688,35383.45,2022-11-07 01:15:11,0
Kristen Lewis,Brenda Bailey,1999-04-15,2240657703729262,2249102221214498,21191.41,2022-04-12 16:24:35,0
Anna Park,Barry Contreras,1950-11-10,2228560809245975,2720852840166861,60428.15,2022-01-16 05:34:18,0
Chad Willis,Anthony Simmons,2012-12-22,2280539776751772,2233128014839975,45271.02,2022-05-27 09:16:32,0
Mark Sullivan,Marc Castro,1945-03-04,5336359979141276,2554628854509936,44715.47,2022-08-22 22:40:34,0
Marc Pierce,David Cooper,1939-06-09,2699237202163218,2254751452215780,67603.36,2022-11-02 06:28:57,0
Stacy Rosario,Rebecca Palmer,1960-03-08,2359527729860333,2720401810449954,79775.33,2022-07-29 15:30:37,0
Caleb Larsen,Jaime Black,2000-07-03,2704431193381375,5255257685915289,9973.38,2022-10-03 05:11:57,0
Kelly Arnold,Richard Webster,1964-06-16,2705248704480671,2707691167184116,61997.65,2022-04-28 03:27:27,0
Rachel Nolan,Matthew Hansen,1927-05-24,5364123962740659,2713190746697435,4470.18,2022-11-06 17:17:04,0
Alexandra Santos,Carol Blair,1908-01-11,2247670979256954,2293343767277185,11525.83,2022-10-02 22:40:51,0
Christine Brown,Derek Lee,1919-11-28,2264523633965379,2715606161842873,6238.15,2022-05-03 05:22:46,0
Richard Ward,Jacqueline Avery,1947-05-11,2226688318464183,5404404154294545,57677.06,2022-06-04 12:54:38,0
Madison Frazier,Joan Wise,1908-06-03,5157909717637096,2290324524819447,98991.03,2022-05-10 09:07:47,0
Jennifer Cobb,Ryan Peterson,1962-06-26,2720057902633630,2702015180816154,2031.55,2022-10-23 22:34:06,0
Brenda Landry,Jason Hill,1992-09-05,5431943912680401,5125897785495670,7898.74,2022-04-14 17:30:32,0
Bradley Wright,Vanessa Kim,1909-12-31,2246089746011355,5447739725571809,23921.31,2022-11-02 12:36:53,0
Melissa Crosby,Andrea Esparza,1939-12-20,2282288083866406,5596883346602806,87012.16,2022-10-25 04:09:57,0
Jerry Byrd,Marc Barber,1959-03-29,2518206890751716,2598139164208126,44867.50,2022-03-26 12:06:34,0
Erin Wilson,Patrick Garcia,2008-05-05,2578618123070408,2245419207893168,50682.04,2022-04-14 23:49:53,0
Christopher Boyle,Nina Sparks,2000-09-20,2283704432077320,2713404576575979,39284.24,2022-05-18 17:23:25,0
Katelyn Rogers,Shawn Watts,1999-08-15,5427822178140506,2282691049456867,96139.21,2022-01-23 14:23:33,0
Mark Ray,Jasmine Carter,1986-06-25,5383655692924449,5216879147491449,98616.35,2022-05-02 22:53:16,0
Laura Riley,Alexis Guerrero,1966-03-14,2296310718014022,2234141957669233,98911.65,2022-08-27 23:40:21,0
Michael Patel,Dakota Mitchell,2016-04-28,2285582866747131,5206143897888938,92844.50,2022-08-25 10:39:06,0
April Cantrell,Glenn Lewis,2009-12-01,2223282698961225,2711212214025444,80747.00,2022-05-21 15:51:01,0
Ronald Johnson,Travis Snyder,2006-07-10,2273732773303569,5342569857158570,86643.02,2022-05-19 11:23:21,0
Mr. Andrew Farmer,Justin Jennings,1964-07-28,2394121926921085,2281698273452844,85156.31,2022-06-10 01:14:06,0
Zachary Mccarthy,Sandra Pruitt,1990-11-16,5283489339753735,2279084789390139,81519.43,2022-05-01 08:40:50,0
Steven Zhang,Melissa Anthony,2018-11-13,2239753111242239,5206666683878242,87780.90,2022-10-31 13:32:46,0
Randy Hall,Madeline Tyler MD,1909-04-28,2704644543023469,2321906456146634,63467.47,2022-06-11 06:25:32,0
Patrick Dominguez,Jonathan Dominguez,2011-11-30,2271901255898204,5111276776618309,630.66,2022-05-09 16:06:26,0
Gary Sweeney,Christopher Ruiz,1963-07-06,2720211132551225,2452751068054821,13479.86,2022-11-09 05:26:16,0
Karen Washington,Roger Rodgers,1943-11-24,5596092501719625,5531341934602793,84308.08,2022-08-17 03:07:15,0
Nicholas Rich,Richard Malone,1937-08-30,2279220319378075,2292536245996992,40339.70,2022-06-03 22:51:54,0
Kimberly Thomas,Melissa Sharp MD,1920-05-13,2441836993613777,5315525090081295,81733.62,2022-10-24 01:28:58,0
Colleen Hood,Tracy Taylor,2003-03-25,2637555648473395,2393679636381784,41931.57,2022-10-22 07:14:02,0
Jacob Gomez,Shane Vargas,2007-11-06,2268237410647169,2720565417165724,30759.24,2022-09-15 09:12:01,0
Kimberly Roberts,Christian Cooper,1985-12-18,2707052176415068,5271189844025504,31898.19,2022-05-30 21:55:09,0
Alicia Jones,Joel Henry,1930-03-27,5113960582724181,2298862094504883,2904.78,2022-04-03 13:32:33,0
Lisa Richardson,Samantha Long,1996-06-25,5116935003510754,2571563263142467,99522.69,2022-03-16 20:59:06,0
Virginia Strickland,Courtney Herrera,1974-11-12,2714364519603248,5573405615755078,62798.55,2022-03-24 14:32:13,0
Angela Hensley MD,Reginald Gomez,1916-11-03,2298068777067475,2710020422581426,1860.71,2022-03-11 06:20:44,0
Deborah Collins,Peter Blackburn,1907-10-28,5249264507126730,2255997838597065,29133.42,2022-06-01 08:17:47,0
Brandi Mcdonald,Ricardo Yoder MD,1941-07-02,2362938464001659,2342161725378023,33745.07,2022-04-20 10:12:03,0
Jacob Morrow,Kristen Dorsey,1937-07-14,5565807121974939,2282397033999025,33063.41,2022-08-21 07:50:21,0
Vincent Gates,Kevin Warren,1910-03-20,2295508166916272,2239442609746113,96851.61,2022-04-30 10:50:34,0
Nancy Lee,Deborah Edwards,1918-11-22,2604349031817627,2293975099954823,24863.66,2022-01-19 00:13:15,0
Nathaniel Lawrence,Ivan Koch,1926-04-16,2388896742115842,2297604027910071,2817.21,2022-05-27 10:31:42,0
Jennifer Johnson,Alyssa Morrison,1952-11-01,2574330110911552,2440150306446649,77274.36,2022-01-02 11:55:25,0
Devon Warren,Dawn Vaughn,1968-05-23,2281274507757547,5214685204152978,42537.31,2022-03-01 22:45:02,0
Drew Miller,William Kelly,1985-07-11,2658915642846968,2547139276400530,56346.77,2022-09-27 17:36:04,0
Randall Stephenson,Nicholas Hodge,1928-01-11,5125009472134105,2711868068966858,59863.63,2022-09-23 03:14:30,0
Craig Roberts,Alan Phillips,1946-03-25,5363190797977757,2267655758890946,4925.74,2022-03-14 12:10:10,0
Jose Gordon,John Campbell,1913-07-09,5181786795209778,2401621760093793,99692.24,2022-01-08 11:01:35,0
Tonya Short,Leslie Clayton,1983-07-13,2224556448494739,2258639517119327,90641.25,2022-02-16 02:31:41,0
Timothy Lewis,Nicholas Wilson,1989-03-13,2255090721642287,2282736164889507,33838.22,2022-03-04 20:41:55,0
Justin Smith,Julia Hanson,1941-04-02,2720387902794409,2343305791279107,63219.70,2022-01-12 19:09:31,0
Rebecca White,Allen Douglas,1916-04-24,2241149325205359,2266703268843640,447.72,2022-08-17 09:53:39,0
Michael Woods,Jonathan Davis,2021-05-05,5284770447625942,2292085612624209,1.02,2022-08-25 21:35:21,0
Gregory Rios,Melissa Gonzalez,1958-09-03,2284287849141102,2221494085913121,52344.09,2022-05-17 16:25:24,0
Ashley Allen,Jessica Patton,1918-06-11,2544947132026056,2243670870163477,42870.96,2022-10-09 11:22:36,0
Randall Johnson,Matthew Stevens,1928-06-01,5525650999994038,2288594519524137,47648.90,2022-08-05 03:09:05,0
Amy Wilson,Tina Mcclain,1930-09-27,5403992280330382,2706681402979306,98774.79,2022-02-14 10:56:41,0
Ashley Turner,Brenda Gonzalez,1911-05-09,2708759487815930,2255792011716867,94231.21,2022-11-12 19:30:19,0
James Murphy,Cassidy Rush,2017-03-27,5145707523424914,5239394313447715,6901.98,2022-10-27 02:46:39,0
Adam Thomas,Andrew Hall,1992-11-14,2227891109108196,2298382167941607,6142.92,2022-07-23 08:30:57,0
Richard White,Mary Gonzalez,1934-08-22,2288119738368528,2296203421023960,71024.02,2022-05-25 20:17:36,0
Teresa Byrd,Ruth Miller,1954-07-12,2285050917548346,5202514545257607,94043.28,2022-05-05 22:11:00,0
Angelica Martin,Christopher Mora,2021-08-08,2287325571137539,2242890900317585,88682.32,2022-03-24 02:25:10,0
Morgan Case,Makayla Johnson,2008-06-13,5195423057909960,5112852615126578,77634.90,2022-07-18 18:27:38,0
Mario Vasquez,Antonio Barrera,2014-12-04,2707663718129106,2248084477460531,63072.04,2022-04-19 18:40:51,1
Kelly Stanley,Jill Greer,2005-03-03,2705833754396784,2359477864332393,82262.31,2022-10-14 08:39:17,0
Steven Alvarez,Richard Franklin,1943-02-20,2238964209575312,2718879561296928,6610.27,2022-09-28 01:08:52,0
Jon Durham,Thomas Daniel,1930-12-16,2711130783514434,2704660116556750,278.56,2022-01-26 05:44:45,0
Tommy Webb,Mary Edwards,1959-06-07,2222981043702934,2275048526872349,51557.70,2022-04-24 05:07:04,0
Deborah Hill,Susan Walker,2022-08-03,2306553092434849,5497427390376519,62191.08,2022-05-26 15:52:50,0
Jenny Browning,James Ward,2007-08-21,2540083771930616,2449880964480735,91290.00,2022-03-09 03:29:09,0
Mrs. Alexandra Gentry,Troy Vargas,1929-02-19,2708555739541138,2713523714683823,47978.69,2022-06-23 22:06:01,1
Jacob Young,Caleb Ross,2006-07-14,2491533968441586,2715900116966030,27604.15,2022-08-09 16:45:27,0
Alexandra Harris,Ebony Schneider,1954-11-24,5284776726795173,5133868346179012,5423.03,2022-06-04 13:37:33,0
Michael Smith,Michele Ballard,1926-09-29,2280875690058443,2487609316044342,12193.54,2022-02-14 19:43:33,0
Walter Hernandez,Jessica Campbell,1989-08-21,2286174916549383,2671785908438773,25477.91,2022-01-29 00:48:39,0
